1272, 6.6, 4
1273, 5, 2.8
1274, 5.6, 3.2
1275, 6.6, 3.8
1276, 6.8, 4.6
1277, 5.4, 4.6
1278, 5.2, 4.2
1279, 5.4, 3.6
1280, 5.4, 4.4
1281, 5.8, 3.6
1282, 5, 4
1283, 5, 4.2
1284, 6, 5
1285, 5.8, 3.6
1286, 5.6, 4
1287, 6.4, 5
1288, 6.2, 5.6
1289, 5.4, 5.2
1290, 5.8, 3.4
1291, 6.4, 4.2
1292, 5.8, 3.6
1293, 5.4, 3.4
1294, 6.2, 4.6
1295, 5, 3
1296, 6, 4.8
1297, 5.2, 3.4
1298, 5, 3.6
1299, 5.8, 5.4
1300, 6.2, 5.4
1301, 5, 3.8
1302, 5.8, 3.8
1303, 4.8, 4
1304, 5.4, 4.2
1305, 5.4, 3.2
1306, 5.2, 3
1307, 4.8, 3.4
1308, 5.6, 3.8
1309, 6.6, 4
1310, 5.8, 3.6
1311, 5.6, 3.6
1312, 6.4, 4.6
1313, 6.6, 5.2
1314, 6, 3.4
1315, 5, 3.8
1316, 5.4, 3.6
1317, 7, 5.8
1318, 5.2, 3.8
1319, 5.6, 3.4
1320, 6.4, 4.6
1321, 5.2, 2.8
1322, 6, 4.2
1323, 5.8, 3.6
1324, 4.8, 3.4
1325, 6.6, 5.4
1326, 6.2, 4
1327, 5.2, 4.4
1328, 6.2, 5.4
1329, 5.6, 4.4
1330, 6.2, 3.8
1331, 5.6, 4
1332, 5.8, 3.2
1333, 6.2, 3.8
1334, 4.8, 3.8
1335, 5.2, 3.4
1336, 5.4, 3
1337, 5.2, 4.2
1338, 5.6, 3.6
1339, 4.8, 3.8
1340, 5.6, 3.6
1341, 6.2, 4.6
1342, 6, 4.2
1343, 4.6, 4.4
1344, 6, 3.2
1345, 6, 3.4
1346, 4.8, 3
1347, 5.8, 3.6
1348, 6.8, 4.2
1349, 6.8, 4.2
1350, 5.8, 4.2
1351, 6.2, 4.4
1352, 5, 2.8
1353, 6, 4.2
1354, 6, 3.8
1355, 6.4, 4.6
1356, 6.8, 5
1357, 5.4, 3.2
1358, 6.6, 5.4
1359, 6.6, 5.2
1360, 5.4, 4.6
1361, 5.6, 3.4
1362, 6, 3.6
1363, 6.4, 4.8
1364, 5.8, 3.6
1365, 5.8, 3.8
1366, 5.8, 3
1367, 6, 3
1368, 6.2, 4.4
1369, 6.2, 3.6
1370, 6.2, 5.2
1371, 5.4, 3.2
1372, 7, 5.8
1373, 6.2, 3.8
1374, 6.8, 6
1375, 5, 3.6
1376, 5.8, 3.2
1377, 6, 3.6
1378, 6.4, 5.4
1379, 5.6, 3.8
1380, 6, 3.6
1381, 5.8, 4.4
1382, 7, 5.4
1383, 6.8, 5.6
1384, 6.2, 4.6
1385, 6, 3.8
1386, 4.8, 4
1387, 5.2, 3
1388, 6.4, 4
1389, 5, 4.8
1390, 6.2, 4
1391, 5.6, 3.6
1392, 6.6, 7
1393, 5.2, 4
1394, 6, 3.8
1395, 5.8, 4.6
1396, 5.2, 3.4
1397, 6.4, 3
1398, 6, 3.4
1399, 4.2, 3.6
1400, 6, 2.8
1401, 6.2, 5.4
1402, 5.6, 4
1403, 6.2, 3.6
1404, 5.6, 4.4
1405, 6, 3.4
1406, 5.8, 4.8
1407, 3.6, 4.8
1408, 5.4, 3.2
1409, 6.2, 4
1410, 6.4, 3.6
1411, 5.2, 3.6
1412, 6.4, 4.8
1413, 6.2, 3.6
1414, 6.4, 4.8
1415, 5.4, 3
1416, 5.6, 4.4
1417, 5.4, 3.8
1418, 5.6, 3.4
1419, 5.8, 3.4
1420, 6.4, 4.4
1421, 6.2, 4.2
1422, 6.2, 3.2
1423, 4.4, 3.4
1424, 6.4, 3.6
1425, 6, 4
1426, 5.2, 5.6
1427, 5.2, 4.6
1428, 5.4, 2.8
1429, 6, 4
1430, 6, 3.8
1431, 5.2, 3
1432, 6.8, 3.8
1433, 6.8, 5.8
1434, 5.2, 3
1435, 5, 3.2
1436, 6.4, 5
1437, 6, 4
1438, 5.6, 3.2
1439, 6.2, 3.8
1440, 5.2, 3
1441, 6.2, 4.8
1442, 5.8, 3.6
1443, 6.6, 4.2
1444, 6.4, 4.6
1445, 6, 3
1446, 5.4, 3.8
1447, 5.4, 4.2
1448, 6, 3.6
1449, 5.8, 3.4
1450, 5.8, 3.6
1451, 7.2, 5.8
1452, 4.6, 4.4
1453, 5.8, 3.4
1454, 6.4, 4.4
1455, 5.2, 3
1456, 6.2, 4.6
1457, 6.4, 4.2
1458, 5.4, 2.8
1459, 6, 3.8
1460, 5.6, 6
1461, 5.4, 4
1462, 6.4, 4.8
1463, 6.2, 3.8
1464, 5.8, 3.8
1465, 6.8, 4.2
1466, 6, 4.6
1467, 4.4, 4.2
1468, 6.6, 4.6
1469, 5.6, 3.2
1470, 6.4, 4.2
1471, 5.6, 3.8
1472, 6.4, 3.4
1473, 6.6, 4.2
1474, 6, 3.8
1475, 5, 3.2
1476, 6.8, 4.8
1477, 6.2, 3.6
1478, 5.8, 3.6
1479, 5.2, 3.6
1480, 4.6, 3.8
1481, 5.8, 3.4
1482, 6, 5
1483, 5.4, 3.4
1484, 6.6, 3.8
1485, 6.4, 4.6
1486, 6.8, 5.8
1487, 6.8, 4.8
1488, 4.8, 3.4
1489, 6.4, 4.4
1490, 4.6, 4
1491, 6.2, 4.2
1492, 5.2, 6
1493, 6.2, 4.6
1494, 5.8, 4.2
1495, 5, 4.4
1496, 6.2, 6.2
1497, 5, 3.2
1498, 5.4, 3.2
1499, 6, 3.6
1500, 5.2, 2.4
1501, 6, 3.4
1502, 6.2, 3
1503, 6, 3
1504, 4.6, 5.4
1505, 5.2, 3
1506, 7.4, 5
1507, 6.4, 3.6
1508, 5.2, 2.6
1509, 6.4, 3.4
1510, 5.8, 3.6
1511, 6, 3.6
1512, 6.2, 5
1513, 6.4, 5.8
1514, 6.4, 6.2
1515, 6.6, 5
1516, 5.4, 3.8
1517, 6.4, 3.8
1518, 6.2, 4.2
1519, 6, 6.4
1520, 5.8, 4
1521, 4.8, 5.2
1522, 5.8, 4.2
1523, 5, 2.6
1524, 4.8, 3.8
1525, 6.6, 5.8
1526, 6.2, 3.8
1527, 5.4, 2.8
1528, 6.4, 4.2
1529, 6.4, 3.6
1530, 5.2, 3
1531, 6, 3.4
1532, 5, 3
1533, 6.4, 3.8
1534, 6.2, 5.4
1535, 6.4, 3.8
1536, 6, 3.6
1537, 6.4, 4.4
1538, 5.2, 3.6
1539, 6.6, 4
1540, 6.4, 4
1541, 6.6, 3.8
1542, 6.6, 3.4
1543, 6.4, 4
1544, 6.6, 5
1545, 6.8, 6
1546, 6.4, 5.8
1547, 6.4, 4.2
1548, 6.2, 4.2
1549, 5.2, 2.8
1550, 5.6, 3
1551, 5, 3.2
1552, 6.4, 4
1553, 5.8, 3.4
1554, 5.6, 3.4
1555, 5.6, 3.4
1556, 6.6, 3.6
1557, 6.2, 3.6
1558, 5.6, 3.2
1559, 5.4, 3
1560, 4.4, 3.8
1561, 6.2, 4
1562, 6, 4
1563, 6.6, 5.4
1564, 5.4, 3.2
1565, 6.2, 3.8
1566, 5.8, 4.2
1567, 5, 5.4
1568, 5.4, 2.8
1569, 6.2, 4.8
1570, 4.4, 3.4
1571, 4.4, 3.4
1572, 4.6, 3.6
1573, 4, 4
1574, 4, 4
1575, 4, 4.2
1576, 4.6, 3.6
1577, 4.4, 3.4
1578, 4.8, 3.6
1579, 5, 4.6
1580, 4, 4.2
1581, 3.2, 4.6
1582, 4.2, 3.8
1583, 5, 4.2
1584, 5, 3.4
1585, 5, 4.4
1586, 4.2, 4.2
1587, 4.4, 3
1588, 4.8, 3.6
1589, 3.2, 5.6
1590, 3.8, 5.6
1591, 3.6, 4
1592, 2.4, 5.4
1593, 3, 5
1594, 3.4, 5.2
1595, 4.6, 4
1596, 3.6, 4.6
1597, 4, 4.4
1598, 4, 5.4
1599, 4, 4.2
1600, 4.8, 3.6
1601, 4.6, 4.4
1602, 3.4, 5.2
1603, 4.6, 3.8
1604, 3, 4.2
1605, 4.2, 4.4
1606, 3.2, 5
1607, 3.6, 5
1608, 5, 5.6
1609, 4.2, 4.2
1610, 2.4, 6
1611, 3.2, 6.4
1612, 5, 4.8
1613, 3.4, 4
1614, 4.6, 4
1615, 4, 4.2
1616, 4.4, 6.8
1617, 2.8, 5.2
1618, 3, 4
1619, 4.6, 3.4
1620, 3, 4.6
1621, 2.6, 5.6
1622, 3.8, 5.4
1623, 4.4, 4
1624, 4, 4.4
1625, 3, 5.2
1626, 3.4, 4.2
1627, 3.2, 6
1628, 3, 5.4
1629, 3, 5.4
1630, 3.6, 4.2
1631, 3.4, 5.8
1632, 3.8, 4.8
1633, 3.2, 5.4
1634, 4.6, 5.2
1635, 4, 3.4
1636, 4.6, 4.2
1637, 4.6, 4.8
1638, 4.2, 4.6
1639, 3.8, 5.2
1640, 4.4, 5.8
1641, 4.2, 4
1642, 3.8, 3.8
1643, 3.4, 4.6
1644, 5.6, 6.8
1645, 3.6, 4.6
1646, 4.8, 4
1647, 3.4, 4.4
1648, 2, 6
1649, 4.2, 6.2
1650, 3.4, 4.2
1651, 3.2, 4
1652, 3.6, 4.4
1653, 3.4, 4.2
1654, 4, 3.4
1655, 4.2, 5.4
1656, 3.4, 4.2
1657, 3.6, 4
1658, 4.6, 3.4
1659, 4, 5.4
1660, 4, 4.8
1661, 3.2, 4.4
1662, 3.4, 4.6
1663, 4, 4.8
1664, 4.2, 4
1665, 4.2, 3.4
1666, 4.8, 3.4
1667, 3.6, 4.4
1668, 4, 3.6
1669, 3.6, 3.6
1670, 3.4, 3.8
1671, 4, 3.8
1672, 3.4, 5
1673, 2.6, 4.6
1674, 4.2, 4
1675, 4.4, 3.8
1676, 4, 3.6
1677, 3.2, 4.8
1678, 4.2, 4.8
1679, 4.6, 3.4
1680, 5, 3.6
1681, 4, 5.4
1682, 4, 5.4
1683, 3.4, 4
1684, 3.6, 5
1685, 4, 5
1686, 3, 3.8
1687, 4.4, 3.8
1688, 3.2, 5.8
1689, 4.2, 4.6
1690, 3.6, 4.8
1691, 4.4, 4.8
1692, 4.8, 4.4
1693, 4.4, 5.6
1694, 4.6, 3.6
1695, 4.4, 3.2
1696, 3.2, 4.8
1697, 3.8, 5
1698, 2.6, 6
1699, 3.4, 5.2
1700, 2.6, 5.4
1701, 3.4, 4.2
1702, 4.2, 4.2
1703, 3.4, 5.4
1704, 4.6, 4.8
1705, 3.8, 4
1706, 3.4, 5
1707, 5, 2.8
1708, 2, 7.2
1709, 3.6, 4.6
1710, 4.2, 3.8
1711, 4.2, 4.6
1712, 4.6, 3.6
1713, 4.8, 3
1714, 3.4, 6
1715, 4.4, 3.4
1716, 4.8, 4.8
1717, 2.8, 6
1718, 3, 6
1719, 3.4, 5
1720, 4.2, 4
1721, 4.2, 3.8
1722, 2.6, 4
1723, 3.8, 4.6
1724, 4.4, 4
1725, 4.6, 4.8
1726, 3.8, 4.2
1727, 4.8, 4
1728, 4, 4.4
1729, 3.6, 4.8
1730, 4.8, 3
1731, 4.2, 4.2
1732, 4.6, 3.8
1733, 4.6, 4.2
1734, 4.2, 5.2
1735, 3.8, 4.8
1736, 3.8, 6
1737, 3.4, 5.4
1738, 4, 4.2
1739, 3.2, 6
1740, 3.8, 4.4
1741, 3.6, 4.4
1742, 3.2, 5.6
1743, 5, 3.4
1744, 4.4, 4
1745, 3.8, 4.6
1746, 3, 6
1747, 3.4, 3.8
1748, 3.2, 5.4
1749, 4.2, 4
1750, 4.2, 3.4
1751, 4.2, 3.8
1752, 3.8, 4.4
1753, 4.4, 4.8
1754, 3.8, 5.2
1755, 4, 4
1756, 2.8, 5.4
1757, 5, 4.6
1758, 5.2, 3.6
1759, 5.2, 3.8
1760, 3, 5.6
1761, 4.4, 5.6
1762, 3.6, 5.2
1763, 3, 4.6
1764, 3.4, 4.8
1765, 3.2, 4.8
1766, 4, 4.4
1767, 4.4, 4
1768, 4, 6
1769, 4.8, 3.6
1770, 4, 5
1771, 4.6, 4.4
1772, 3.6, 5.8
1773, 5.4, 3.8
1774, 3.4, 5.2
1775, 2.6, 6.6
1776, 2.4, 7
1777, 4.4, 6
1778, 3.2, 5.4
1779, 2.6, 6.8
1780, 3.4, 6.4
1781, 4.2, 4.2
1782, 4.2, 5
1783, 4.4, 5.8
1784, 3.4, 5
1785, 3.8, 5
1786, 1.8, 7.2
1787, 3.8, 4.2
1788, 3.6, 5
1789, 3.2, 5.8
1790, 2.8, 6
1791, 3.8, 6.2
1792, 3.8, 5.4
1793, 4.2, 5
1794, 3.6, 5
1795, 3.4, 5.4
1796, 3.6, 6.8
1797, 4.4, 4
1798, 4.4, 4.6
1799, 3.2, 6.2
1800, 2.6, 6.8
1801, 2.6, 6.6
1802, 3.8, 3.6
1803, 3.8, 4.4
1804, 2.6, 5.4
1805, 4.2, 4.2
1806, 3.6, 4.8
1807, 2.8, 4.6
1808, 4.2, 5.2
1809, 3.6, 5
1810, 3.6, 4.4
1811, 3.6, 4.4
1812, 5, 3.4
1813, 3.6, 4.8
1814, 3.6, 4.4
1815, 3.8, 4.2
1816, 4, 3.6
1817, 3, 4.8
1818, 3.2, 5.4
1819, 4.2, 5
1820, 3.4, 4.4
1821, 4.8, 4
1822, 3.8, 3.4
1823, 3.6, 5.4
1824, 3.4, 5.6
1825, 4, 5
1826, 3.4, 5.2
1827, 3, 6.4
1828, 3.6, 4
1829, 4.2, 3.6
1830, 4, 4.8
1831, 2.6, 5.2
1832, 3.6, 4.2
1833, 3.4, 6
1834, 3.6, 5.4
1835, 3.6, 5.4
1836, 3, 6.4
1837, 3.4, 5.4
1838, 2.4, 6.8
1839, 3.8, 4.8
1840, 3.8, 5.2
1841, 2, 7.2
1842, 3.4, 5
1843, 3.4, 4.2
1844, 4.6, 2.8
1845, 3.8, 4.6
1846, 2.8, 6.2
1847, 3.4, 5
1848, 2.8, 5.6
1849, 3.2, 5.6
1850, 2.2, 6.2
1851, 4, 5.2
1852, 2.8, 5.6
1853, 3, 6
1854, 4.8, 3.8
1855, 4.2, 5
1856, 4.4, 3.2
1857, 3.6, 4.6
1858, 3.2, 5.4
1859, 3.6, 5
1860, 3.6, 4.8
1861, 2.2, 7.2
1862, 4.2, 3.4
1863, 3.6, 4.6
1864, 4, 5.2
1865, 4.4, 5.2
1866, 3.2, 5.2
1867, 3.2, 4.6
1868, 3.8, 4.6
1869, 4.6, 5.6
1870, 3, 6.4
1871, 4.6, 4
1872, 4, 4
1873, 4.4, 4.6
1874, 4, 4.2
1875, 3.6, 3.8
1876, 4.6, 4
1877, 3.4, 5.8
1878, 3.2, 5.6
1879, 3, 5.8
1880, 3.6, 5.4
1881, 4.6, 4.2
1882, 4, 4.2
1883, 4, 4
1884, 2.8, 5.6
1885, 3.8, 4.8
1886, 3.8, 5
1887, 3.6, 4.2
1888, 4.6, 5
1889, 3.4, 6
1890, 3.6, 6
1891, 3.4, 5.8
1892, 3.6, 6
1893, 3.8, 5.4
1894, 3, 5.8
1895, 3.2, 5.4
1896, 3.6, 4.8
1897, 3, 5.8
1898, 4.8, 4.2
1899, 2.8, 6.8
1900, 4.4, 4.2
1901, 2.8, 6.4
1902, 3.8, 5.4
1903, 3.6, 4.8
1904, 3.4, 5.4
1905, 3.4, 5
1906, 3.4, 5.6
1907, 4.4, 3.6
1908, 3.6, 5.4
1909, 3.6, 5.2
1910, 3.4, 4.4
1911, 4.6, 3
1912, 3, 6.6
1913, 4.4, 3
1914, 4, 5.8
1915, 4.2, 4.8
1916, 2.6, 5.6
1917, 3.6, 4
1918, 3.6, 5.6
1919, 2.4, 5.2
1920, 3.8, 5.4
1921, 3.2, 6.2
1922, 3.4, 5.8
1923, 4.6, 5.8
1924, 3.2, 4.6
1925, 3, 4.6
1926, 3.2, 6
1927, 3.6, 5
1928, 4.2, 4
1929, 4, 4.6
1930, 3.2, 5.8
1931, 3.6, 3.6
1932, 3, 6.4
1933, 3.2, 5
1934, 4, 3.8
1935, 2.8, 5.6
1936, 5, 2.2
1937, 4, 3.6
1938, 3, 6
1939, 3.8, 4.8
1940, 3.6, 4.4
1941, 3.6, 4.4
1942, 5, 3
1943, 4, 4.6
1944, 3.2, 6.2
1945, 4, 6.2
1946, 4, 5.4
1947, 3.8, 4.2
1948, 3.6, 4
1949, 3.6, 5
1950, 4.6, 4
1951, 4, 5.2
1952, 5, 3.8
1953, 4, 4.2
1954, 4.2, 6.2
1955, 2.4, 6.4
1956, 2.2, 6
1957, 4, 5
1958, 4.2, 5.8
1959, 3.6, 5.2
1960, 3.4, 6
1961, 4.2, 4.6
1962, 3.6, 3.8
1963, 3, 5.4
1964, 4.2, 6.2
1965, 4.6, 4.4
1966, 5, 3.2
1967, 5, 2.8
1968, 3, 5
1969, 3.6, 5.8
1970, 2.6, 5.2
1971, 3.8, 3.8
1972, 3.2, 5
1973, 4, 4
1974, 3, 6
1975, 2.8, 6.6
1976, 4.6, 3.8
1977, 4.4, 4.8
1978, 4.6, 6
1979, 3, 6.6
1980, 3.2, 6
1981, 4.4, 7
1982, 3.6, 6.2
1983, 4.2, 3.6
1984, 4, 4.4
1985, 3.8, 5
1986, 4.8, 3.8
1987, 4.2, 5
1988, 3.4, 6.2
1989, 3.6, 5.6
1990, 3.8, 5.2
1991, 4.8, 3
1992, 4, 4.2
1993, 3.2, 6.4
1994, 3, 5.4
1995, 4.2, 3.6
1996, 3.6, 5.8
1997, 4.8, 2.6
1998, 5, 2.2
1999, 5, 2.6
2000, 5, 5
2001, 4.8, 2.8
2002, 3.2, 5
2003, 3.4, 4.6
2004, 5, 2.2
2005, 4.8, 6.6
2006, 2.4, 6.2
2007, 1.8, 6
2008, 3, 3.6
2009, 4.4, 3.4
2010, 4, 4.2
2011, 4.4, 3.6
2012, 5.2, 5.4
2013, 4.6, 4.6
2014, 3.6, 4
2015, 3.4, 4
2016, 1.8, 7.2
2017, 3, 4.8
2018, 3.4, 6
2019, 4, 3.6
2020, 4.8, 4.2
2021, 4.4, 4.6
2022, 4, 5.6
2023, 3, 5.8
2024, 4.6, 3.2
2025, 4, 5.4
2026, 3.8, 5.6
2027, 3.6, 4.6
2028, 4, 4.2
2029, 4, 5.2
2030, 3, 5.8
2031, 2.6, 5.2
2032, 3.4, 5.4
2033, 3.8, 4.4
2034, 4, 3.8
2035, 4.6, 3
2036, 4.4, 2.6
2037, 4.2, 3.8
2038, 3.6, 3.6
2039, 5.2, 6.2
2040, 4.8, 5.4
2041, 3.2, 4
2042, 2.4, 6
2043, 3.4, 4.6
2044, 3.6, 5.8
2045, 3.6, 5.2
2046, 2.8, 6.6
2047, 3.4, 5.4
2048, 3.4, 6
2049, 4.6, 3.8
2050, 3.8, 3.8
2051, 4, 5.8
2052, 3.2, 5.2
2053, 4.4, 4.8
2054, 4.2, 5
2055, 4.6, 5.6
2056, 3.8, 4.2
2057, 4.8, 3.2
2058, 4.2, 3
2059, 4, 5.2
2060, 3.2, 5.8
2061, 4, 5
2062, 4, 3.4
2063, 4, 3.2
2064, 4.4, 3.8
2065, 4.8, 2.6
2066, 3.4, 6
2067, 4.2, 4.4
2068, 3.6, 4.6
2069, 3, 4.6
2070, 3.6, 6
2071, 3.8, 4.6
2072, 4.4, 5.2
2073, 4.2, 5.4
2074, 3.6, 4.8
2075, 3.8, 3.8
2076, 3.4, 4
2077, 3.6, 4.4
2078, 4, 4.6
2079, 4.6, 3.4
2080, 3.6, 3.8
2081, 4, 5.6
2082, 3.6, 6.2
2083, 3.4, 6
2084, 3, 6.4
2085, 4.2, 3.4
2086, 3.6, 4
2087, 4.2, 3.2
2088, 4.2, 3.2
2089, 3.4, 5
2090, 4.4, 3.2
2091, 3.4, 4.8
2092, 3.8, 4.8
2093, 3.4, 6.4
2094, 4.4, 3
2095, 3.8, 4
2096, 2.8, 4.8
2097, 4.8, 2.8
2098, 3.8, 5.2
2099, 3.8, 4.8
2100, 4.4, 6.2
2101, 3.8, 3.8
2102, 4.2, 3.6
2103, 3.8, 4.2
2104, 4.6, 3
2105, 3.8, 5.4
2106, 3, 5.8
2107, 3.8, 4.4
2108, 3.6, 3.6
2109, 3, 5.6
2110, 4.2, 3.2
2111, 3.6, 5.2
2112, 3.6, 5.6
2113, 3.8, 5.2
2114, 3.8, 5
2115, 4.4, 3.6
2116, 3.6, 4.4
2117, 4.2, 2.6
2118, 4.6, 3.4
2119, 4, 3.6
2120, 3, 6.6
2121, 4, 7
2122, 4.4, 5
2123, 3.6, 3.2
2124, 3, 4.8
2125, 4.4, 4.2
2126, 2.8, 5.6
2127, 3.8, 3.6
2128, 3.8, 3.2
2129, 3.8, 3.8
2130, 3.8, 4.2
2131, 3.8, 5
2132, 4.8, 2.8
2133, 2.8, 5.8
2134, 3.4, 4.4
2135, 3.8, 3.6
2136, 2.8, 5.4
2137, 5.2, 5.4
2138, 3.2, 6.2
2139, 3.4, 4.4
2140, 3.8, 5.2
2141, 3, 6
2142, 1.8, 6.8
2143, 2, 6.4
2144, 3.8, 3.8
2145, 4, 4
2146, 4, 5.4
2147, 3.6, 4.4
2148, 4, 3.6
2149, 3.8, 5.2
